chr,en
ᏙᎯᏳᎮᏃ ᏚᏪᏍᏔᏁᎮ ᏚᎳᏏᏕᎾ Ꮎ ᏩᎭᏯ.,The wolf's feet were really hurting.
ᎬᏂᎨᏒᏰᏃ ᏅᏓᏥᏴᏁᎵ ᏄᏣᏛ ᎠᏎ ᎤᎩᎵᏲᎢᏍᏗᏱ ᏓᏆᏙᎥ ᏅᏗᎦᎵᏍᏙᏗᏍᎬᎢ.,for I will show him how many things he must suffer for my name’s sake.
ᎪᎱᏍᏗᏰᏃ ᎤᏍᏆᏂᎪᏗ ᏕᎯᎾᏄᎪᏫᏎᎭ ᏦᏥᎴᏂ; ᎾᏍᎩ ᎢᏳᏍᏗ ᎣᎦᏚᎵᎭ ᎣᎦᏙᎴᎰᎯᏍᏗᏱ ᎾᏍᎩ ᏄᏍᏛ ᎦᏛᎬᎢ.,For thou bringest certain strange things to our ears: we would know therefore what these things mean.
"ᏔᎵᏍᎪ ᏅᎩ ᎢᏯᏂ ᏓᎩᏯᎬ ᎦᏣᏄᎳ, ᏗᎬᎩᏯᎩᏍᏗ ᏱᎨᏒᎾ ᏄᎵᏍᏔᎾ, ᏕᎦᎵᎡᏍᏗᏍᎬ ᎠᏰᎵ ᏧᏏᏫ ᏧᏯᏍᎦ, ᎢᏳᏓᎵᎭ ᎦᏗᏔᏍᎬ ᎠᏗᏔᏍᏗ, ᎦᏓᏅᏔᏗᏘᏍᎬ ᏄᏍᏆᏂᎦᏛ ᎠᎵᏍᏔᏴᏗ.","I slurped down two dozen in quick succession, and even after I could eat no more, I kept now and again between swallows of wine lifting an empty half shell to my nose and sniffing the pearly cup to remind myself of the existence of this marvelous and completely unexpected food."
ᎤᏛᏅ ᎠᏓᏅᏖᎵᏙ.,the colonel said.
ᏂᎦᏓ ᎬᏔᏂᏓᏍᏗ ᎦᏓᏁᎯ ᎨᏎᎢ.,Everything on the farm was dripping wet.
"ᎠᏍᏓᏯ ᏧᏂᏴᎯ ᏄᏓᎵᏍᏛᎾ ᎧᏃᎮᏛ ᎾᏍᎩᏯ ᎠᎨᏲᏅᎢ, ᎾᏍᎩ ᏅᏓᏳᎵᏍᏙᏗᏱ ᏰᎵᏉ ᏗᎬᏩᏬᏁᏙᏗ ᎣᏍᏛ ᏗᏕᏲᏗ ᎨᏒ ᎬᏗᏍᎬᎢ; ᎠᎴ ᎬᏩᎾᏙᎯᏳᎾᏁᏗ ᎢᎬᏩᏁᏗ ᏗᏂᎦᏘᎴᎩ ᎨᏒᎢ.","holding to the faithful word which is according to the teaching, that he may be able both to exhort in the sound doctrine, and to convict the gainsayers."
ᏣᏂ ᎤᏁᏨ ᎯᎠ ᏄᏪᏒᎩ; ᏴᏫ ᎥᏝ ᎪᎱᏍᏗ ᏴᎬᏩᏛ ᎬᏂ ᎦᎸᎳᏗ ᏅᏓᏰᏥᏁᎸᎯ ᏱᎩ.,"John answered and said, A man can receive nothing, except it have been given him from heaven."
"ᎯᎠ ᎾᏍᎩ ᎠᏏᎾᏌᏂᏳ ᎨᏒ ᎥᏝ ᎦᎸᎳᏗ ᏅᏓᏳᏓᎴᏅᎯ ᏱᎩ, ᎡᎶᎯᏉᏍᎩᏂ ᎡᎯ ᎠᎴ ᎤᏊᏓᎸᏉ ᎡᎯ ᎠᎴ ᎠᏍᎩᎾ ᎢᏳᏍᏗ.","This wisdom is not a wisdom that cometh down from above, but is earthly, sensual, devilish."
"ᎡᏆᎭᎻ ᎡᏏᎩ ᎤᏕᏁᎴᎢ; ᎡᏏᎩᏃ ᏤᎦᏈ ᎤᏕᏁᎴᎢ, ᏤᎦᏈᏃ ᏧᏓ ᎠᎴ ᎾᏍᎩ ᎠᎾᏓᏅᏟ ᎬᏩᏕᏁᎴᎢ;",Abraham begat Isaac; and Isaac begat Jacob; and Jacob begat Judah and his brethren;
"ᏥᏌ ᎤᏁᏨᎩ ᎯᎠ ᏚᏂᏪᏎᎸᎩ, ᎤᏣᏔ ᏱᏍᏛ ᏗᎦᎸᏫᏍᏓᏁᏗ ᎨᏒ ᎡᏙᏙᏱ ᏅᏓᏳᏓᎴᏅᎯ ᎬᏂᎨᏒ ᏂᏨᏴᏁᎸ; ᎦᏙ ᎤᏍᏗ ᎾᏍᎩ ᏗᎦᎸᏫᏍᏓᏁᏗ ᎠᎩᏍᏛᏗᎠ ᏅᏯ ᏥᏕᏍᎩᏴᏂᏍᏗᎭ?","Jesus answered them, Many good works have I showed you from the Father; for which of those works do ye stone me?"
"ᎨᏍᏗ ᏳᏣᏅᏓᏕᎸ ᎤᏗᏍᎦᎶᏗ, ᏚᏥᏝᏁ ᏧᎬ ᎾᎥᏂ ᏯᏓᏅᏍᎬᎾ.",He had no time to hide and just squatted with his back against the trunk of the tree and became utterly still.
"ᎾᎿᏃ ᏑᏕᏘᏴᏛ ᏑᏓᎵᏃ ᎢᏯᏅᏙ ᎤᏪᏙᎸᎩ, ᏓᏕᏲᎲᏍᎬᎩ ᎧᏃᎮᏛ ᎤᏁᎳᏅᎯ ᎤᏤᎵᎦ ᎾᎿ ᎠᏁᎲᎢ.","And he dwelt there a year and six months, teaching the word of God among them."
"ᎦᎵᏦᏕ ᏳᏪᎾ, ᎡᎨ ᏍᏉ ᏫᎵᎻ.","If she went into the house, Wilbur went, too."
"ᎺᎵᏃ ᏦᎢ ᎢᏯᏅᏙ ᎢᏴᏛ ᎵᏏᏱ ᎤᏕᏁᎢ, ᎩᎳᏃ ᎤᏩᏒ ᏧᏪᏅᏒ ᏫᎤᎶᏎᎢ.","And Mary abode with her about three months, and returned unto her house."
"ᎠᏰᏙᎳᏛᏗᏃ ᎤᏛᏅ-ᏗᎦᎳᏫᎢᏍᏗᏱ ᎦᏛ ᎤᏓᏣᎦᎸᎮ ᏔᎵ ᏄᏓᏕᎢ, ᎦᎸᎳᏗ ᏅᏓᏳᏓᎴᏅᏛ ᎡᎳᏗ ᏩᏍᏗ.",And the veil of the temple was rent in two from the top to the bottom.
"ᎠᎴ ᎩᎶ ᎢᏳᏍᏗ ᎾᏍᎩ ᎣᏤᎯ ᎤᏁᏅᏒᎩ ᎠᏤᎵᏍᏛᎢ, ᎠᎴ ᏭᏂᏩᏛᎮ ᎾᏍᎩᏯ ᏄᏍᏕ ᎠᏂᎨᏴ ᏄᏂᏪᏒᎢ; ᎾᏍᎩᏍᎩᏂ ᎾᎥᏝ ᏳᏂᎪᎮᎢ.","And certain of them that were with us went to the tomb, and found it even so as the women had said: but him they saw not."
"ᎠᎴ ᏞᏍᏗ ᎡᎶᎯ ᎠᏂᎮ ᏄᎾᏍᏛ ᏱᏂᏨᏍᏕᏍᏗ; ᏗᏣᏓᏁᏟᏴᏛᏍᎩᏂ ᎨᏎᏍᏗ ᏗᏤ ᎢᏗᎬᏁᎸᎯ ᎨᏒ ᏕᏣᏓᏅᏛᎢ, ᎾᏍᎩ ᎨᏥᎪᎵᏰᏗ ᎢᏳᎵᏍᏙᏗᏱ ᏄᏍᏛ ᎤᏚᎵᏍᎬ ᎤᏁᎳᏅᎯ, ᎾᏍᎩ ᎣᏍᏛ ᎨᏒᎢ, ᎠᎴ ᏗᎬᏩᏓᏂᎸᎢᏍᏗ ᎨᏒᎢ, ᎠᎴ ᎠᎧᎵᎢ ᎨᏒᎢ.","And be not fashioned according to this world: but be ye transformed by the renewing of your mind, that ye may prove what is the good and acceptable and perfect will of God."
"ᎿᏉᏃ ᏎᏓᏂ ᎤᏴᏎᎴ ᏧᏓᏏ ᎢᏍᎦᎳᏗ ᏧᏙᎢᏛ, ᎾᏍᎩ ᎨᎳ ᎨᏎ ᏔᎳᏚ ᎢᏯᏂᏛ ᎨᏒᎢ.","And Satan entered into Judas who was called Iscariot, being of the number of the twelve."
"”ᎨᏍᏗ ᏍᏗᎬᏓ ᏱᎨᎵᎠ,” ᎤᏛᏁ ᎡᎶᏗ.","“I haven't the faintest idea,” said Mr. Arable."
"ᎩᎶᏍᎩᏂᏃᏅ ᎢᏳᏍᏗ ᎠᏍᎦᏯ ᎾᎿ ᎡᎮ ᏌᏩᏂ ᏧᏙᎢᏛ ᎾᏍᎩ ᎾᎿ ᎦᏚᎲ ᎠᏙᏅᏗ ᏧᎸᏫᏍᏓᏁᎸᎯ ᎨᏎᎢ, ᎠᎴ ᎤᏍᏆᏂᎪᏗ ᏧᏓᏅᏓᏗᏍᏔᏅᎯ ᎨᏎ ᏌᎺᎵᏱ ᎠᏁᎯ, ᎩᎶ ᎢᏳᏍᏗ ᎠᏥᎸᏉᏗ ᎠᏤᎸᏍᎨᎢ.","But there was a certain man, Simon by name, who beforetime in the city used sorcery, and amazed the people of Samaria, giving out that himself was some great one:"
"ᎢᏳᏃ ᏗᎨᏣᏓᏂᎸᎢᏍᏗ ᎨᏎᏍᏗ, ᎾᏍᎩ ᎯᎠ ᎢᎳᏯ ᎤᎷᎯᏍᏗ ᏥᎨᏒᎩ.","And if ye are willing to receive it, this is Elijah, that is to come."
ᏝᏃ ᎢᏳᏬᎯᏤ ᏂᎦᏓ ᏣᎳᎩ ᏗᏂᎪᎵᏰᏍᎩ ᏄᎵᏍᏔᏁ.,"It was not long, they tell us, before everyone was reading and writing."
"ᎿᏉᏃ ᎾᏍᎩ ᎤᎾᏛᎦᏅ ᏧᏂᎾᏫᏱ ᏚᏂᏣᏲᎴᎢ; ᎯᎠᏃ ᏂᏚᏂᏪᏎᎴ ᏈᏓ ᎠᎴ ᎠᏂᏐᎢ ᎨᏥᏅᏏᏛ; ᎢᏥᏍᎦᏯ ᎢᏓᏓᏅᏟ, ᎦᏙ ᏓᏲᏣᏛᏁᎵ?","Now when they heard this, they were pricked in their heart, and said unto Peter and the rest of the apostles, Brethren, what shall we do?"
ᎤᏍᎦᎣᏅ ᎨᏎᎢ ᏫᎵᎻ.,Wilbur was in a panic.
"ᎢᏳᏰᏃ ᏗᎩᎾᏫ ᎢᎩᏍᎦᏅᏨ ᏱᏗᎫᎪᏗᎭ, ᎤᏁᎳᏅᎯ ᎤᏟ ᎦᎸᏉᏗᏳ ᎡᏍᎦᏉ ᏗᎩᎾᏫ, ᎠᎴ ᎠᎦᏔᎯᏳ ᏂᎦᎥᎢ.","because if our heart condemn us, God is greater than our heart, and knoweth all things."
ᎠᎴ Ꮀ ᎤᎬᏫᏳᏎᏍᏗ ᎤᎵᏂᎩᏛ ᏕᏣᏓᎨᏳᏎᏍᏗ; ᎠᏓᎨᏳᏗᏰᏃ ᎨᏒ ᏓᎫᏢᏂ ᎤᏣᏘ ᎢᏯᏍᎦᏅᎢᏍᏗ ᎨᏒᎢ.,above all things being fervent in your love among yourselves; for love covereth a multitude of sins:
ᎢᎸᏍᎩ ᎢᏯᏓᏁᎸ ᏓᎾᏠᏏᎯᎲ ᏗᏓᏴᎳᏛᏍᎩ ᏧᎾᎦᏙᏍᏔᏂᏢᎢ.,A few families would come to watch the television.
ᎦᏲᏟᎨ ᏄᏍᏕ ᎩᎦ.,"The blood led on, but thinned down."
ᎠᏍᎦᏯᏰᏃ ᎾᏍᎩ ᎤᏍᏆᏂᎪᏗ ᎢᏯᎬᏁᎸᎯ ᎠᏥᏅᏩᏅᎯ ᎤᎶᏒᏍᏗ ᏅᎦᏍᎪᎯ ᎢᏳᏕᏘᏴᏛ ᏱᎰᏎᎢ.,"For the man was more than forty years old, on whom this miracle of healing was wrought."
ᎤᏙᏓᏆᏓ ᏓᏟᏰᎵᏙᎲ ᎡᏓᏍᏗ ᎤᎨᏓᎵᏴ ᎨᏴ ᏃᎴ ᏩᏯ.,Back and forth on the daylong ride between Valley River and Wayah.
"ᎢᏳᏃ ᎾᏍᎩ ᏂᏓᏛᏓᏍᏓᏁᎲᎾᏉ ᎢᎨᏎᏍᏗ ᏧᎾᏁᎶᏗ ᎤᎾᏓᏡᎬ ᎯᏃᎲᏍᎨᏍᏗ; ᎢᏳᏍᎩᏂᏃ ᏧᎾᏁᎶᏗ ᎤᎾᏓᏡᎬ ᏂᏓᏛᏓᏍᏓᏁᎲᎾ ᎢᎨᏎᏍᏗ, ᏅᏩᏓᎴᏉ ᏴᏫ ᎠᎴ ᎠᏰᎵᏉ-ᎠᏕᎸ ᎠᎩᏏᏙᎯ ᎾᏍᎩᏯ ᎯᏯᏓᏅᏖᏍᎨᏍᏗ.","And if he refuse to hear them, tell it unto the church: and if he refuse to hear the church also, let him be unto thee as the Gentile and the publican."
"ᏚᏅᏎᏃ ᎤᎾᎵᏥᏙᏅᏍᏗᏱ ᎤᏁᎳᏅᎯ ᎤᎬᏫᏳᎯ ᎨᏒ ᎤᎬᏩᎵ, ᎠᎴ ᏤᏂᏢᎩ ᏧᏂᏅᏬᏗᏱ","And he sent them forth to preach the kingdom of God, and to heal the sick."
ᎢᎦᏃ ᏄᎵᏍᏔᏅ ᎥᏝ ᎤᏍᏗᏉ ᏳᎾᏕᏯᏔᏁᎴ ᎠᏂᏯᏫᏍᎩ ᎾᏍᎩ ᏈᏓ ᏫᏄᏛᏁᏔᏅᎢ.,"Now as soon as it was day, there was no small stir among the soldiers, what was become of Peter."
"ᎠᏴᏍᎩᏂ ᎤᏙᎯᏳᎯ ᏚᏳᎪᏛᎢ; ᎠᏴᏰᏃ ᏕᎩᏂᎸᏫᏍᏓᏁᎸ ᏚᏳᎪᏛ ᎩᏂᏍᏛᏗᎭ, ᎯᎠᏍᎩᏂ ᎥᏝ ᎪᎱᏍᏗ ᎤᏣᏘᏂ ᎢᏳᏛᏁᎸᎯ ᏱᎩ.",And we indeed justly; for we receive the due reward of our deeds: but this man hath done nothing amiss.
"ᎠᎴ ᏕᏥᎦᏘᏴ [ᎤᏁᎳᏅᎯ] ᏧᏤᎵᎦ ᏞᏍᏗ ᎤᏂᎬᏫᏳᎯ ᎾᎾᏛᏁᎲ ᏱᏂᏣᏛᏁᎮᏍᏗ, ᎦᎨᏣᏕᎶᏉᎡᏗᏍᎩᏂ ᎨᏎᏍᏗ ᎾᏍᎩ ᎤᎾᏓᏡᎬᎢ.","neither as lording it over the charge allotted to you, but making yourselves ensamples to the flock."
"ᏗᏂᏲᎵᏰᏃ ᎠᏏ ᎾᎾᏕᎲᏍᎬᎾ ᎨᏎᎢ, ᎠᎴ ᎠᏏ ᎪᎱᏍᏗ ᎣᏍᏛ ᎠᎴ ᎤᏲᎢ ᎾᎾᏛᏁᎲᎾ ᎨᏎᎢ, ᎾᏍᎩ ᎤᏓᏅᏖᎸ ᎤᏁᎳᏅᎯ ᎾᏍᎩᏯ ᏧᏑᏰᏍᏗ ᎨᏒ ᎤᏲᎢᏍᏗ ᏂᎨᏒᎾ ᎢᏳᎵᏍᏙᏗᏱ, ᎥᏝ ᏚᏂᎸᏫᏍᏓᏁᎲ ᏅᏗᎦᎵᏍᏙᏗᏍᎬᎢ, ᎾᏍᎩᏯᏍᎩᏂ ᏗᏯᏂᏍᎩ ᎤᏓᏅᏖᎸᎢ;","for the children being not yet born, neither having done anything good or bad, that the purpose of God according to election might stand, not of works, but of him that calleth,"
ᎾᏍᎩᏃ ᎿᏉ ᎤᏂᏃᎮᏗᏱ ᏚᏂᎳᏫᏤ ᎨᏥᏅᏏᏛ ᎠᎴ ᏗᎨᎦᏁᎶᏗ.,And the apostles and the elders were gathered together to consider of this matter.
"ᏕᏣᏅᏓᏗᏍᎨᏍᏗ ᏗᎨᎦᎸᎢᏛ ᎨᏒᎢ, ᎾᏍᎩᏯ ᎢᏧᎳᎭ ᏥᏕᏣᎸᎣᎢ; ᎠᎴ ᎾᏍᎩ Ꮎ ᎤᏲ ᎢᎨᎬᎾᏕᎩ, ᎢᏨᏒᏰᏃ ᎾᏍᏉ ᎠᏰᎸ ᎢᏤᎭ.","Remember them that are in bonds, as bound with them; them that are ill-treated, as being yourselves also in the body."
"ᎠᎴ ᎤᏁᎳᏅᎯ ᏕᎤᎴᏔᏅ ᎤᎬᏫᏳᎯ, ᎠᎴ ᎾᏍᏉ ᎠᏴ ᏙᏓᎦᎴᏔᏂ ᏓᎬᏔᏂ ᎤᏩᏒ ᎤᎵᏂᎩᏗᏳ ᎨᏒᎢ.","and God both raised the Lord, and will raise up us through his power."
"ᎯᎳᏳᎢ ᏍᎩᎾᏃ ᏱᏄᎳᏍᏓᎾ, ᏍᎩᎾ. ᏣᎧᏔᎮ ᎠᏂᏣᎳᎩ ᏧᏆᎶᎩ ᏓᎾᎪᎰᏍᏗᏍᎬᎢ ᎣᎴ ᏘᎵ ᎭᏂᎳᎨᏴᎢ ᎡᎳᏗ.","When that happened, she knew the Cherokees were burning the leaves to get the chestnuts on the ground."
ᏂᎦᎥ ᎢᎬᏩᏛᏁᏗ ᎨᏒ ᎾᏛᎦ; ᎢᎬᏱ ᎦᏰᎯ ᎦᎷᎩ ᎤᎶᏁᏗᏱ ᏥᏰᎴ ᎥᎩᏂᏐᏗᏱ ᎤᎬᏩᎵ.,She hath done what she could; she hath anointed my body beforehand for the burying.
"ᎾᏍᎩ ᏦᎠᎾ ᎤᏪᏥ ᎨᏎᎢ, ᎾᏍᎩ ᎵᏌ ᎤᏪᏥ ᎨᏎᎢ, ᎾᏍᎩ ᏥᎳᏇᎵ ᎤᏪᏥ ᎨᏎᎢ, ᎾᏍᎩ ᏌᎳᏓᏱᎵ ᎤᏪᏥ ᎨᏎᎢ, ᎾᏍᎩ ᏏᎳᏱ ᎤᏪᏥ ᎨᏎᎢ,","the son of Joanan, the son of Rhesa, the son of Zerubbabel, the son of Shealtiel, the son of Neri,"
"ᎬᏂᏛ ᏕᎦᏅᏅ ᏕᏍᎩᎾᏄᎪᏫᏎᎸ, ᎠᎵᎮᎵᏍᏗ ᎨᏒ ᏓᏍᎩᎧᎵᎢᏍᏔᏂ ᏣᎧᏛ ᏛᏔᏂ.",Thou madest known unto me the ways of life; Thou shalt make me full of gladness with thy countenance.
"ᎿᏉᏃ ᎠᏓᏅᏙ ᎢᎾᎨ ᏭᏘᏅᏍᏔᏁ ᏥᏌ, ᎠᏍᎩᎾ ᎤᎪᎵᏰᏗᏱ ᎠᏰᎸᏎᎢ.",Then was Jesus led up of the Spirit into the wilderness to be tempted of the devil.
"ᎾᏍᎩᏰᏃ ᎤᏇᏓᎵ ᏧᎾᏘᏂᏙᎯ ᎤᏇᏓᎵᏉ ᎤᏤᎵ ᎤᎬᏩᎵ ᎤᎾᎦᏌᏯᏍᏙᎢ, ᎾᏍᎩᏍᎩᏂ Ꮎ ᎠᏓᏅᏙ ᏧᎾᏘᏂᏙᎯ ᎠᏓᏅᏙᏉ ᎤᏤᎵ ᎤᎬᏩᎵ ᎤᎾᎦᏌᏯᏍᏙᎢ.",For they that are after the flesh mind the things of the flesh; but they that are after the Spirit the things of the Spirit.
ᏞᏍᏗ ᏥᏣᏓᎳᏫᏎᎵ ᎾᏍᎩᏃ ᏂᎯ ᏞᏍᏗ ᎡᏥᎳᏫᏎᎸᎩ.,"Judge not, that ye be not judged."
ᏴᎦᎨᏣᏂᏯ ᎭᎾᏂ.”,“They'll never-never-never catch you in the woods.”
"ᏔᎳᏚᏃ ᎢᏴᏛ ᎢᏳᏟᎶᏛ ᎧᎳᏩᏗᏒ ᎨᏎᎢ, ᎠᎴ ᏂᎬᎾᏛ ᎠᏂ ᎦᏙᎯ ᎤᎵᏏᎲᏎ ᏦᎢᏁ ᎢᏳᏟᎶᏛ ᎢᏯᏍᏖ.","And it was now about the sixth hour, and a darkness came over the whole land until the ninth hour,"
ᎦᏅᎯᏓ ᎦᎾᎸ ᎤᏓᏂᏏᏅᏎ ᏔᎵᏁ ᎠᏦᏴ ᎦᎸᎳᏗᏣ.,Then she crawled along a beam till she was directly over the next pen.
"ᎿᏉᏃ ᏚᎾᏏᏔᏕᎢ, ᎠᎴ ᎾᏍᎩ ᎨᏥᏁᎴ ᎦᎸᏉᏗᏳ ᎠᏓᏅᏙ.","Then laid they their hands on them, and they received the Holy Spirit."
”ᎠᏂᎦᏲᏟ ᎤᏁᏝᏅ ᏧᏬᏒᏁ ᎠᏂᏏᎾ ᏧᏂᏏᎳᏛᏗ.,“Not many creatures can spin webs.
ᎤᎾᏗᎦᎴᏲᏨᎯᏃ ᎠᏁᏙᎮ ᎠᎾᎵᏥᏙᏂᏙᎮ ᎣᏍᏛ ᎧᏃᎮᏛ.,They therefore that were scattered abroad went about preaching the word.
"”ᎭᏗ--ᏣᏃ,” ᎤᏛᏁ ᏣᏄᏏ.","“N-not exactly,” said Lurvy."
"ᎤᎾᏛᎦᏅᏃ ᎣᏏᏳ ᎤᏂᏰᎸᏁᎢ, ᎠᎴ ᎤᏂᏚᎢᏍᏓᏁᎴ ᎠᏕᎸ ᏧᏂᏁᏗᏱ. ᎤᏲᎴᏃ ᎣᏍᏛ ᎤᏜᏅᏓᏕᏗᏱ ᏧᏲᎯᏎᏗᏱ.","And they, when they heard it, were glad, and promised to give him money. And he sought how he might conveniently deliver him unto them."
"“ᎣᏏᏉᏗ ᏂᏣᏍᏗ ᎠᎳᏂ,” ᎤᏛᏁ ᎪᏱᏁᎢ.","“You’re all right, Edith,” said Mrs. Arable."
"ᏤᏆ ᏚᏇᏓᏢ, ᎣᏍᏓ ᎠᎵᏍᏔᏴᏗ.",Big muscles that would make good eating.
ᎠᏍᏓᏯ ᏕᎩᏂᏴᏎᏍᏗ ᎬᏂᎨᏒ ᏂᎬᏁᎸ ᎤᏚᎩ ᎢᎬᏒ ᏂᎦᏜᏏᏛᎡᎲᎾ; ᏄᏓᎵᏓᏍᏛᎾᏰᏃ ᎾᏍᎩ Ꮎ ᎤᏚᎢᏍᏔᏅᎯ ᎨᏒᎢ.,let us hold fast the confession of our hope that it waver not; for he is faithful that promised:
"ᎢᏴᏛᏍᎩᏂ ᏅᏁᎮᏍᏗ ᎦᏪᏢᏗ ᎨᏒ ᎠᎴ ᏄᎵᏌᎶᏛᎾ ᎦᏬᏂᎯᏍᏗ ᎨᏒᎢ, ᎾᏍᎩᏰᏃ ᎠᏂᏁᏉᏍᎨᏍᏗ ᎤᏁᎳᏅᎯ ᏗᏁᎶᏙᏗ ᏂᎨᏒᎾ ᎨᏒᎢ,","But shun profane babblings: for they will proceed further in ungodliness,"
ᎠᏫᏍᎩᏂ ᎤᎾᎴᎾᎯᏛ ᎢᏏᎵ ᏏᏓᏁᎸ ᎨᏒ ᏗᏥᏩᏛᎱᎦ.,but go rather to the lost sheep of the house of Israel.
"ᎾᏍᏉ ᏴᏫ ᎠᎴ ᎦᎸᎳᏗ ᎠᏁᎯ ᏗᏂᎧᎿᏩᏗᏙᎯ ᏧᏂᏬᏂᎯᏍᏗ ᏱᏥᏬᏂᎭ, ᎾᎩᎲᎾᏃ ᏱᎩ ᎠᏓᎨᏳᏗ ᎨᏒᎢ, ᎥᏣᏱᏉ ᎤᏃᏴᎵᏛ ᎠᎴ ᎤᏃᏴᎩ ᎤᎭᎸᏂᎯ ᏕᎦᏤᎳᎦ.","If I speak with the tongues of men and of angels, but have not love, I am become sounding brass, or a clanging cymbal."
ᎠᏂᏍᎩᎵ ᎢᎾᎨ ᎠᏁᎯ ᎬᏂᎨᏒ ᎾᎾᎵᏍᏘᏍᎪ ᏱᏓᏂᏍᎦᎬᎾ ᏴᏫ.,The ghosts of animals reveal themselves to you without prejudice toward your humanity.
"ᎢᏳᏍᎩᏂ ᎪᎱᏍᏗ ᏅᏩᏓᎴ ᎢᏥᏱᎵᏙᎮᏍᏗ, ᎤᎵᏁᏨᎯ ᏕᎦᎳᏫᎥ ᏓᏚᎪᏔᏅᎭ.","But if ye seek anything about other matters, it shall be settled in the regular assembly."
"ᎩᎶᏃ ᎢᏳᏍᏗ ᎠᏆᎵᏏ ᎤᏔᏲᏎᎴ ᎤᎵᏍᏓᏴᎾᏁᏗᏱ ᏭᏴᎵᏏ ᎠᏆᎵᏏ ᎦᏁᎸᎢ, ᎠᎴ ᎤᎵᎩᏳᏍᎠᏅᏁ ᎠᎵᏍᏓᏴᏗᏱ.","And one of the Pharisees desired him that he would eat with him. And he entered into the Pharisee’s house, and sat down to meat."
"ᏕᏣᏅᏓᏗᏍᎨᏍᏗ ᎾᏍᎩ Ꮎ ᎨᏣᎦᏌᏯᏍᏗᏕᎩ, ᎾᏍᎩ Ꮎ ᎤᏁᎳᏅᎯ ᎤᏤᎵ ᎧᏃᎮᏛ ᎨᏥᎾᏄᎪᏫᏎᎸᎯ; ᎾᏍᎩ ᏄᏍᏛ ᎤᏃᎯᏳᏒ ᎢᏥᏍᏓᏩᏗᏎᏍᏗ, ᎣᏍᏛ ᎢᏣᏓᏅᏖᎯᏌᏛ ᎨᏎᏍᏗ ᏄᏍᏛ ᏭᎵᏰᎢᎶᎸ ᏚᏂᎸᏫᏍᏓᏁᎸᎢ,","Remember them that had the rule over you, men that spake unto you the word of God; and considering the issue of their life, imitate their faith."
"ᎠᎴ Ꮼ, ᎤᏇᏓᎵ ᎨᏒ ᏗᎩᏙᏓ ᏕᎨᎲᎩ, ᎾᏍᎩ ᏥᎨᎩᎩᎵᏲᎢᏍᏗᏍᎬᎩ; ᎠᎴ ᎨᏗᎸᏉᏗᏳ ᏥᎨᏒᎩ; ᏝᏍᎪ ᎤᏟ ᏱᏂᏙᎬᏩᏳᎪᏗ ᏤᏓᏓᏲᎯᏎᏗᏱ ᏗᎦᏓᏅᏙ ᏧᏬᏢᏅᎯ ᏥᎩ, ᎠᎴ ᎢᎦᏛᏂᏗᏍᏗᏱ?","Furthermore, we had the fathers of our flesh to chasten us, and we gave them reverence: shall we not much rather be in subjection unto the Father of spirits, and live?"
ᎤᎵᏏᎩ ᏄᎵᏍᏔᏁᎢ ᏂᎬᎾᏛᎢ.,Darkness settled over everything.
"ᎦᏙᏃ ᎦᏗᎭ? ᏥᎪ ᎤᏁᎳᏅᎯ ᎠᏰᎸᎯ ᎪᎱᏍᏗ ᎦᏗᎭ? ᏥᎪᎨ ᎾᏍᎩ Ꮎ ᎠᎵᏍᎪᎸᏔᏅᎯ ᎠᏥᎸ ᎨᎳᏍᏓᏁᏗ ᎤᏁᎳᏅᎯ ᎠᏰᎸᎯ ᎪᎱᏍᏗ, ᎦᏗᎭ?","What say I then? that a thing sacrificed to idols is anything, or that an idol is anything?"
"ᎠᏎᏃ ᎤᏂᏣᏔ ᎾᏍᎩ ᎢᎬᏱ ᏥᎩ, ᎣᏂ ᎨᏎᏍᏗ; ᎣᏂᏃ ᏥᎩ, ᎢᎬᏱ ᎨᏎᏍᏗ.",But many that are first shall be last; and the last first.
"ᎤᏛᎦᏁ ᏫᎵᎻ ᏄᏪᏒ ᏃᎴ ᎭᎴᏉ ᏄᎴᏫᏍᏔᏁᎴ ᎤᏓᏅᏙᎩ, “ᎨᎵᎠ ᏗᏆᎸᏖᎵ,” ᎡᏝᏪᎯ ᏄᏪᏎᎴ ᎠᎦᏴᎵ ᎤᏃᏕᎾ, ᎾᎥᏂ ᎤᎦᏎᏍᏕᎢ.","Wilbur heard these words and his heart almost stopped. “I think I’m going to faint,” he whispered to the old sheep, who was watching."
ᏫᏥ ᏭᏌᏙᏰ ᎦᏍᎩᎶ ᏲᎾ ᎤᏤᏍᏙ ᏙᏱ ᏭᏓᏒᏍᏔᏁᎢ.,Fern pushed a chair out of the way and ran outdoors.
"ᎠᎦᏕ ᎠᎵᏍᏔᏴᎲᏍᎨ, ᎤᏘᏴ ᎠᎵᏍᏓᏴᏗ ᏃᎴ ᎤᏅᏗ.",Wilbur’s appetite had increased; he was beginning to eat scraps of food in addition to milk.
