chr,en,num_words
"ᏃᎴ ᏍᏉ, ᎦᏓᏁ ᎢᎦᎵᏍᏗᏍᎩ ᏱᎨᏒᎾ.",It is also waterproof.,4
ᎡᎾᎢ ᎤᎵᏬᏨ ᏓᏳᏓᎴᏅ.,It also comes from dead organisms.,6
ᎠᏎᏃ ᎨᏍᏗ ᎠᎵᏍᏆᏙᏅᏱᎩ.,But not endless.,3
Ꭵ,Yes.,1
ᎯᎢᎾ ᎠᏍᎦᏯ ᏍᏏᏉᏯ ᎠᏲᎤᏟ ᎨᏎᎢ.,This man called Sequoyah was crippled.,6
“ᏙᎤᏍᏗ ᏗᏣᎷᏫᏍᏔᏁᏗ? ᎤᏛᏛᏁ ᏫᎵᎻ.,“What kind of work?” asked Wilbur.,6
ᏂᎦᏓ ᎤᏁᏅᏎ ᏧᏪᏯ ᏗᏣ.,All of them headed in the direction of the river.,10
ᏎᎦᏨ ᏭᎷᏤ ᏗᏄᎪᏗᏍᎩ ᎤᎾᏅᏗ.,At last he managed to reach the judges’ stand.,9
"“ᎭᎵᎮᎵᎩ,” ᎤᏬᏎᎴ ᎪᏱᏁᎢ, “ᎣᏍᏓ ᎠᏰᎸᏗ.”","“Cheer up,” replied Mrs. Arable, “this is fun.”",8
“ᎣᏏᏉᎨ ᏄᏍᏗ ᎠᎦᏍᏘᏰᎬᎢ? ᎤᏛᏛᏁ ᎠᎳᏂ.,“Does my hair look all right?” asked Mrs. Zuckerman.,9
”ᎭᏓᏄᏖᏯᎦ ᏃᎴ ᎭᎧᏔᎲᎾ!” ᏧᏪᎷᏁ ᏌᏌ.,“Tum and twist!” honked the goose.,6
"”ᎡᎵᏍᏗ ᏔᎵᏁ ᏛᎦᏁᎸᏔᏂ,” ᎤᏛᏁ ᏫᎵᎻ, ᎤᎵᎮᎵᏍᏗ.","“I think I'll try again,” said Wilbur, cheerfully.",8
"ᎥᏝ ᏗᎦᎸᏫᏍᏓᏁᏗ ᎨᏒ ᎢᏳᏩᏂᏌᏛ ᏱᎩ, ᎾᏍᎩ ᎩᎶ ᎤᏢᏈᏍᏗᏱ ᏂᎨᏒᎾ ᎢᏳᎵᏍᏙᏗᏱ.","not of works, that no man should glory.",8
"”ᎾᎥᏂ---ᎥᏂ ᏦᏍᎪ ᏧᏙᏓᏆᏓ, ᏂᎦᏓ ᏱᎧᏃᎮᎳ,” ᎤᏛᏁ ᏌᏌ.","“Approximately-oximately thirty days, all told,” answered the goose.",8
ᏍᎩᎾᎾ ᎤᏩᏌ ᎤᏙᎯᏳ ᎣᏍᏓ.,“That in itself is a tremendous thing.,7
ᏂᎯᎾᎲ!,Look at you!,3
ᎠᏎᏃ ᏌᏱᎳ ᎣᏏᏳ ᎤᏰᎸᏁ ᎾᎿᏉ ᎤᏗᎩᏯᏍᏗᏱ.,Notwithstanding it pleased Silas to abide there still.,8
"“ᎠᏂᏍᎦᏰᎬᏍᏗ ᏙᏣᏦᏍᎦ,” ᎤᏛᏁ ᎤᏔᎾᏯ ᎤᏃᏕᎾ.","“We're holding a directors’ meeting,” replied the old sheep.",9
"ᎤᏂᏰᏤ ᏗᎾᏙᎴᏆᏍᎩ, ᎤᏕᎰᏎ ᏲᎾ ᎤᏤᏍᏙ.",The pupils giggled. Fern blushed.,5
ᏔᎵᏁ ᎤᏃᏕᎾ ᎠᏓᎯ ᎤᏁᎸᏔᏁᎢ.,Wilbur next tried one of the lambs.,7
ᎠᎾᎵᏅᏟᏰᏃ ᎥᏝ ᏱᎬᏬᎯᏳᎲᏍᎨᎢ.,For even his brethren did not believe on him.,9
ᎯᎾ - ᎨᏙᎩ ᏱᏓᏃᏎᎰ Ꮎ:,This – what do they call this here?,8
ᎤᎯᏐᏗ ᎠᏂᏲᏍᎩ ᏧᎾᏙᎴᏆᏍᏗ ᏭᏪᏙᎸ.,A bout of drear military school.,6
ᎡᎳᏆᏗ ᏧᏦᎣᏎᎢ ᏃᎴ ᏚᏍᏕᎸᎮ ᎠᏂᏍᎦᏯ.,Avery jumped down and joined the men.,7
”ᎦᏙᎩ ᏛᎾᏛᏁᎵ?” ᎤᏪᎷᏁ ᏫᎵᎻ.,“They're going to what?” screamed Wilbur.,6
ᎠᎵᏰᎾ ᎮᎵᎠ ᏓᏓᏗᏩᏛᎯᏍᎪᏃ ᎤᎪᏏᏓ ᎢᏗᏅᏁ.,Asmeret wonders if we will find many decomposers.,8
ᎡᎳᏗ ᎨᏎᏍᏗ ᏌᎳᏓ!,"Lay low, Charlotte!",3
“ᏍᏆᏛᎦᏍᏓᏏᏛ ᎤᏦᏱᎴᎢ ᏫᎵᎻ.,“Listen to me!” cried Wilbur.,5
ᎩᎳᏈᏴ ᎤᏦᎣᏎ ᎡᎳᏆᏗ ᎡᎳᏗ ᏄᏩᏁᎴ ᎠᏍᏚᏗ.,Avery jumped out and lowered the tailgate.,7
ᎩᎳᏉᏃ ᎢᏴᏛ ᎠᏓᏅᏙ ᎢᎾᎨ ᏭᏘᏅᏍᏔᏁᎢ.,And straightway the Spirit driveth him forth into the wilderness.,10
"ᎠᏴ ᎠᎩᏫᏒᎩ, ᎠᏉᎳ ᎠᎹ ᎤᏍᏚᏢᎩ; ᎤᏁᎳᏅᎯᏍᎩᏂ ᎤᏁᏉᎢᏍᏗᏱ ᏄᏩᏁᎸᎩ.","I planted, Apollos watered; but God gave the increase.",9
"“ᎯᎸᎯᏴ ᎦᎬᎨᏫᏍᏗ ᏱᎨᏒᎾ ᎤᎾᏟᎴ,” ᎤᏛᏁ ᏌᎳᏓ.","“It was a never-to-be-forgotten battle,” said Charlotte.",7
“ᎦᏙᏃ?,“Why not?,2
"”ᎭᏗ,” ᎤᏛᏁ ᏌᎳᏓ.","“No, said Charlotte.",3
"ᎩᎳᏉᏃ ᎢᏴᏛ ᏚᏂᏲᏎ ᏧᏂᎦᏯᎷᏗ, ᎠᎴ ᎬᏩᏍᏓᏩᏛᏎᎢ.","And straightway they left the nets, and followed him.",9
ᏧᎾᏗᎩᏓ ᎠᏓᏍᏕᎵ ᎠᏤ ᎦᏓ ᎾᏅᏁ.,The droppings help make new soil.,6
"“Ꭵ,” ᎤᏛᏁ ᎪᏱᏁᎢ.","“Yes,” said Mrs. Arable.",4
"”ᎯᏲᎯᏍᏓ, ᎡᎳᏆᏗ!” ᎤᏦᏱᎴᎢ ᏲᎾ ᎤᏤᏍᏙ.","“You stop it, Avery!” cried Fern.",6
ᎨᏍᏗ ᎯᎸᎯᏳ ᎤᎪᎲ ᏱᎨᏎ ᎤᏂᏥ ᏫᎵᎻ.,Wilbur had never seen snow before.,6
ᎤᏐᏱ ᎢᏯᏆᏕᏘᏴᏓ.,My age exactly.,3
"“Ꭷ, ᎭᏂ ᏥᎭᏓᏐᎦ, ᎦᏣᏄᎵᎨᎢ!” ᎤᏛᏁ ᏌᎳᏓ.","“Now back again, faster!” said Charlotte.",6
ᎠᎹ ᏫᏁᎩ ᏣᏄᏏ!”,"Run for some water, Lurvy!”",5
“ᎨᏍᏗ ᏚᏳᎪᏛᎢ ᏱᎩ.”,“It’s unfair.”,2
ᏱᏕᎦᏘᏃᎦ.,I’ll bring them in.,4
ᎠᎴ ᏗᎦᏟᏓ ᎤᏪᏘᎸᎩ ᏆᎾᎥᎢ ᎤᏬᏰᏂ ᏃᎴ ᏍᎩᏴᏃ ᏧᎵᏬᏤᎢ.,An arrow struck her palm and she was dead.,9
ᎤᏄᎸᏁ ᎤᏣᏘᎾ ᏫᏚᎧᏃᏗ ᏲᎾ ᎤᏤᏍᏙ.,Fern couldn't take her eyes off the tiny pig.,9
"“ᎭᏗ ᎪᎱᏍᏗ,” ᎤᏛᏁ ᏌᎳᏓ.","“Nothing,” said Charlotte.",3
ᎥᏝ ᎠᏏ ᎢᏥᎩᎬ ᎤᏨᎢᏍᏗᏱ ᎢᏴᏛ ᏱᏗᏣᏟᏴᎲ ᎠᏍᎦᏂ ᏕᏣᏟᏴᎡᎲᎢ.,"Ye have not yet resisted unto blood, striving against sin:",10
”ᏭᏙᎯᏳᎲ ᏂᏥᏪᎠ.,“I was never more serious in my life.,8
ᏍᎩᎾᎾ ᎭᎾᏛᎦ.,And do.,2
"”ᏥᏣᏁᎸᏓ, ᏥᏣᏁᎸᏓ!”","“Try it again, try it again!”",6
”ᎭᎴᏫᏍᏓ!” ᎤᏪᎷᏁ ᏫᎵᎻ.,“Stop!” screamed Wilbur.,3
"ᎤᎵᏍᏓᏴᏗ ᎦᎶᏙᏗ ᎠᏰᎵ ᎦᏙᎨ ᏫᎵᎻ,  ᏓᎭᏬᎢᎮ ᎤᏲᏏᏍᎬ, ᎤᏥᏍᏔᏁ ᏣᏄᏏ.","Wilbur stood in the trough, drooling with hunger. Lurvy poured.",10
”ᏃᏉ ᏓᏥᏂᏴᎯ.”,“Now I’ll catch it.”,4
"“ᎠᏯᏗᏍᏉ ᎠᎩᏲᏏ,” ᎤᏛᏁ ᏣᎵ.","“I’m hungry too,” said Charlie.",5
“ᎤᎵᎮᎵ-ᎤᎵᎮᎵ-ᎤᎵᎮᎵᏍᏗ!” ᎤᏁᎷᏁᎢ.,Congratu—congratu-congratulations!” they cried.,3
"ᎦᏲᏟᎨ ᏯᏂᏬᏂ ᏴᏫ, ᏯᎦᏓ ᏯᏂᏬᏂ ᏗᎦᎾᏌᎢ.","Perhaps if people talked less, animals would talk more.",9
ᎠᏎᎩ ᏧᎬ ᎤᏂᎩᏢ ᎠᎴ ᎦᏓᏁ ᏅᏯ.,It was probably a tree stump or a wet rock.,10
"“ᏙᏯ ᎪᎱᏍᏗ ᎠᏩᏔ ᏧᏪᏯ ᎾᎥ,” ᎤᏛᏁ ᏥᏍᏚ.","Beaver found something near the river, said Rabbit.",8
ᏦᎩᏴᏫᎾ?,And our people?,3
ᎠᏎᏃ ᎢᎦᏓ ᎠᏕᏅᏓ ᎨᏍᏗ ᎠᎪᏍᎩ ᏱᎩ.,But some trash never decomposes.,5
"ᏄᏓᎴ ᎢᎦᏪᏍᎩ ᏫᎾᎩ, ᏧᏍᏆᏴᏍᏗ.","Go get another word, please, Templeton!”",6
ᏰᎵ ᎠᎦᏗ ᏪᏙᎰ ᎭᎾᏂ?,Aren’t you spending quite a lot of time there?,9
"ᎦᏚᎲ ᏩᏚᏂᏐᏤ, ᏍᏗᏫ ᎤᏤᎵ ᎦᎶᎯᏍᏗ ᎾᎥᏂ ᏭᏂᎷᏤ.","Crossing into the village, they came close to Stephen’s door.",10
"ᎭᏩ, ᏗᎨᏅᏒ ᎯᏕᎾ!”","Well, home we go!”",4
ᎤᏕᎶᎰᏎ ᏫᎵᎻ ᎤᎯᏐᏗ ᎢᏳᏍᏗ ᎤᏃᏴᎬ ᏌᎳᏓ ᎦᏬᏂᏍᎬ.,Wilbur noticed that Charlotte's voice sounded sad.,7
Ꭷ ᏄᏬᏚᎭ!”,Now isn’t that lovely!”,4
ᎤᎿᎮᎾ ᏫᎫᏓᎴ ᎠᏒᏛᏓ.,The trap was hooked there.,5
"ᎨᏍᏗ ᎠᎵᏍᏔᏴᏗ ᏳᏚᎵᏍᎨ ᏫᎵᎻ, ᎠᏓᎨᏳᏗ ᎤᏚᎵᏍᎨ.","Wilbur didn't want food, he wanted love.",7
ᎢᎦᏓ ᎤᎾᏓᎪᏳᎲ ᎠᎾᏁᎸᏗᏍᎬ ᎤᏂᏢᏗ.,"Some lay curled up, knees to chest, trying to sleep.",10
ᎢᏗᎦᏔᎭ ᎢᏳᏍᏗᏉ ᎬᏅᎢ ᎤᎵᏍᏕᎸᏙᏗ ᎦᏲᏟ.,Heaven knows anyone’s life can stand a little of that.”,10
ᏍᏔᏯ ᎤᏃᎸᏁ,The wind began to blow so hard,7
ᎡᎳᏗ ᎦᏙ.,Low on the ground.,4
ᎯᎠᏃ ᎤᎵᏬᏨ ᎤᏆᎶᎦ.,This is a dead leaf.,5
"ᏧᏪᏅᎡᏃ ᎥᎿᎾᏂ ᎤᏍᏗᎢ ᎦᏚᎲᎢ, ᎠᏎᏍᎩᏂ;","His house is in the village, though;",7
ᎦᏨ ᏧᎶᏎ ᎤᏍᏆᏂᎩᏗ ᏕᎪᏪᎸ?,Whence came this mysterious writing?,5
"“Ꭳ, Ꭵ.”","“Oh, yes.”",2
ᎤᎦᏃᏫ ᎪᏒᏅ ᎦᏓᎸ ᎤᏃᏫ.,A decimated round of warm butter slumping on its dish.,10
ᏄᏦᏎᏛᎾ ᏯᎩᎨᏳᎦᏧ?,Who was I to deny them comfort?,7
ᎤᎾᏓᏓᏍᎬ ᏴᏫ ᎢᏣ ᏚᎾᎵᏐᏫᏍᏛ ᎦᎶᏇ.,They had their muskets aimed generally at the bunched people.,10
“ᎠᏍᎪᎸᎦ”,“He's fading away!”,3
ᎯᎠᏃ ᏄᏪᏒᎩ; ᎠᏂ ᏗᏍᎩᏲᎯᏏ.,"And he said, Bring them hither to me.",8
ᎦᏙ ᎠᏁᎰ.,They live in the soil.,5
ᎤᎩᏨᏓ ᎤᎾᏙᏓᏈᏕᎾ ᎨᏎᎢ.,The next day was Saturday.,5
ᏍᎩᎾᎾ ᎢᏳᏍᏗ ᏕᎬᏏᎳᏛᏁᎸ ᏃᎴ ᎣᏍᏓ ᎬᏰᎸᎲ.,I wove my webs for you because I liked you.,10
ᎲᎦ ᎢᏯᏂ ᎠᏂᏴᏫᏯ ᏕᎯᏍᏕᎵᎭ? ᎤᏛᏅ ᏗᎪᏪᎵᏍᎩ.,How many Indians are you representing? the secretary said.,9
"“Ꮒ,” ᎤᏪᎷᏁ ᏲᎾ ᎤᏤᏍᏙ.",“Look!” screamed Fern.,3
ᎤᏍᎦᎴᎢ ᎤᏂᏴᏗ ᎣᏍᏓᏓᏤᎵ.,My cousin hardly dared tackle it.,6
ᎠᎴ ᏗᏣᎵᏦᏩᏛ.,Or at least back to your tent.,7
"ᏗᏫᏌᏅ ᎠᏰᎵ ᏫᎶᎯ, ᏗᏂᎳᏗᏍᎩ ᏔᏍᎪᎳ!","Go down through the garden, dig up the radishes!",9
"ᏙᏰ ᎢᏣ ᏫᏚᎧᎾᏁ, ᎤᏕᎶᎰᏎ ᎠᎦᎵᏍᎬ.",She looked outside and saw the sun shining.,8
”ᎣᏍᏓ ᎤᏒᎯ!”,“Good night!”,2
"ᎢᏯᏔᏬᏍᏔᏅ ᎣᏁ, ᏲᎾ ᎤᏤᏍᏙ ᏃᎴ ᎡᎳᏆᏘ ᎱᏂᎷᏤ.","Then, a few minutes later, Fern and Avery showed up.",10
ᎦᏨ ᏭᏩᎬᏛ ᎢᎾᏓ?,Where is the rest of the snake?,7
ᏚᎧᏔᏍᏔᏁᎢ.,He closed his eyes.,4
ᎤᏐᏱ ᎤᏬᎯᏳᎮ ᏃᏉ.,And he believed the same now.,6
ᏲᎾ ᎤᏤᏍᏙ ᎤᏬᏞ ᎤᏍᏗ ᎦᏍᎩᎶᎩ ᏄᎵᏍᏔᎾ.,"Fern was there, sitting on her stool, when it happened.",10
"“ᏥᏕᎩ ᎯᎪ ᎤᏒᎯ,” ᎤᏛᏁ.","“I’ve left it tonight,” she said.",6
ᎤᏛᏅ Perry.,Perry said.,2
"ᎦᏨ ᏁᏂᏏ ᎯᎪ ᎤᏒ, ᏃᎴ ᏗᏂᏲᏟ ᎡᎵᏍᎨ.","He wondered where Nancy was tonight, and all the children.",10
ᎭᏕᎶᎰᏍᎦ ᏂᏚᏟᏂᎬᎬ ᏗᎦᏅᏬᎢ ᏣᏄᏏ?”,"You notice how solid he is around the shoulders, Lurvy?”",10
ᏂᎦᏓᏗ ᏧᏐᏱᎭ.,They’re all of a kind.,5
"”ᎤᏣᏓ ᎣᏍᏓ!” ᎡᏝᏪ ᏄᏪᏎ ᎰᎻ, ᎤᎵᎮᎵᏍᏗ ᎦᎸᏉᏗᏍᎨ.","“Terrific!” breathed Zuckerman, in joyful admiration.",6
ᎠᏌᎻᏓ ᏃᎴ ᎠᏂᏧᏣ ᎤᏲ ᎤᎾᏓᏅᏛ.,Smith and the boys were miserable.,6
“ᎣᏍᏓ!” ᎤᏛᏁ ᎦᏂᎦᏔ.,“Good!” said the doctor.,4
"ᎰᎻ, ᎠᎳᏂ ᏃᎴ ᎡᎳᏆᏗ ᏭᏂᏴᎴᎢ ᏫᎵᎻ ᎤᏴᏍᏗ.",He and Mrs. Zuckerman and Avery climbed into Wilbur’s pen.,10
ᎰᏩᏃ ᎪᎯᏗᏳ ᎤᎦᏘᏛ ᎠᏥᏁᎴ ᎠᏚᎢᏍᏔᏅᎯ ᎨᏒᎢ.,"And thus, having patiently endured, he obtained the promise.",9
ᎾᏍᎩ ᎢᏳᏍᏗ ᎢᏨᏔᏲᏎᎭ ᎡᏥᏍᏓᏱᏕᏗᏱ ᎡᏥᎨᏳᎢᏳ ᎨᏒᎢ.,Wherefore I beseech you to confirm your love toward him.,10
ᎤᏂᏣᏓ ᎤᏐᏱ ᏄᎾᎵᏍᏔᏁᎴ.,Choctaws had been cut down likewise.,6
”ᎤᏙᎯᏳᎯ ᎤᏛᏁ ᏣᏄᏏ.,"“That’s right,” agreed Lurvy.",4
ᎦᏨ ᏫᏗᎦᏘ? ᎤᏛᏅ ᏣᎵ.,"Charley said, Where we going?",5
"ᎥᏣ ᎢᏧᎳᎭ, ᎤᏛᏅ ᏁᏂᏏ.","Not together, Nancy said.",4
ᎦᎵᏉᎩ ᎢᏯᏂ ᏌᏌ ᎠᏂᏓ ᎠᎾᏕᏯᎵᏙᎮ ᎤᏂᏥ.,The seven goslings paraded round and round their mother.,9
ᏗᎩᎦᎨ ᎨᏎ ᏗᎦᏙᎵ ᎤᏦᏱᎸ.,Her eyes were red from crying.,6
ᎾᏍᎩᏰᏃ ᎠᏅᏗᏍᎬ ᎡᏘ ᎤᎾᏕᏅᎯ ᎣᏍᏛ ᎨᏥᏃᎮᏗᏱ ᎤᏂᏩᏛᎲᎩ.,For therein the elders had witness borne to them.,9
ᎠᎩᎦᏘᏛ.,I hesitated.,2
ᎢᏧᎳ ᎠᏂᏍᎦᏯ ᎡᏝᏪᎯ ᎤᏁᏅᏎ ᏫᎵᎻ ᎤᏴᏍᏗ.,The two men walked silently down to Wilbur’s yard.,9
ᎢᏧᎳ ᎤᏂᏃᏪᎢ.,Then they both began to tremble.,6
ᎦᏲᏟᏉ ᏚᏅᏯ ᎦᎶᏇ ᏃᎴ ᏗᏲᏍᏙᏗ.,They are very illy provided with arms and ammunition.,9
ᏥᏌᏃ ᎯᎠ ᏄᏪᏎᎸᎩ; ᎠᏏᏍᎪ ᎾᏍᏉ ᏂᎯ ᏂᏦᎵᎬᎾᏉ ᎢᎩ?,"And he said, Are ye also even yet without understanding?",10
ᏥᏌᏃ ᎤᎵᏩᏲᎢ ᎣᏓᎸ ᏬᎶᏒᎩ.,but Jesus went unto the mount of Olives.,8
ᎠᎵᏰᎾ ᏩᏎᎯ ᎠᏗᏅᏓ ᎦᎳᎨᏴ ᎤᏃᎯ ᎾᎥᏂ.,Asmeret points to some trash near the trail.,8
“ᏕᏓᏓᎪᎲᏳ! ᏧᎾᏛᏁᎢ.,“Good-bye!” they called.,3
"“Ꭳ, ᎤᏙᎯᏳᎭᏗ ᏍᎩᎾᎾ ᏄᎵᏍᏔᏁᎢ,” ᎤᏛᏁ ᏲᎾ ᎤᏤᏍᏙ.","“Oh, it happened all right,” replied Fern.",7
ᎣᏍᏓ ᎾᏛᎦ.”,“Nice work.”,2
ᎤᏟᏂᎩᏓ ᏏᏆ.,He's a solid pig.,4
“ᎤᏙᎯᏳᎦ ᎤᏗᎴᎦ?” ᎤᏛᏁ ᎠᎳᏂ.,“Isn’t it hot?” said Mrs. Zuckerman.,6
ᎠᎬᏱ ᎠᏓᏔᎶᎯ.,That means he has won first prize.,7
ᎨᏍᏗ ᏥᏚᏂᏲᏏᏍᎪᎢ ᏱᏅᏩᏍᏕᎢ.,Nobody seemed hungry.,3
ᏃᏉ ᎮᎾ!”,Now run along!”,3
“ᎠᏯᎾ?” ᎤᏛᏛᏁ ᏦᎢᏁ ᎧᏅᏂᏍᎩ.,“How about me?” asked the third spider.,7
ᎾᎦᎸᎳᏗᏴ ᎤᏓᎾᏫᏛᎮ ᏫᎵᎻ.,Wilbur jumped as high as he could.,7
ᎯᎠ ᏄᏪᏒᎩ; ᏗᏃᏪᎵᏍᎩ ᎠᎴ ᎠᏂᏆᎵᏏ ᎼᏏ ᎤᏪᏍᎩᎸ ᎠᏂᎾ;,"saying, The scribes and the Pharisees sit on Moses’ seat:",10
ᎿᏉᏃ ᏆᏂᏆ ᏓᏌ ᏭᎶᏎ ᎤᏲᎸᏎ ᏐᎳ;,And he went forth to Tarsus to seek for Saul;,10
"”ᎤᎵᏬᏥᏕᎾ, ᏍᎩᎾᎾ ᏩᎶᏏ.”","“He's almost dead, that frog.”",5
ᎠᎴ ᎢᏣᏓᏙᎵᏍᏗᏍᎨᏍᏗ ᎢᏥᏔᏲᎯᏍᏗ ᎪᎳ ᎢᏣᎵᏍᏗᏱ ᏂᎨᏒᎾ ᎢᏳᎵᏍᏙᏗᏱ.,And pray ye that it be not in the winter.,10
ᎠᏎᏃ ᎤᏁᎳᏅᎯ ᏚᎴᏔᏁ ᎤᏲᏞᏒᎢ.,But God raised him from the dead:,7
ᎠᏌᎻᏓ ᎤᏚᎸᎲ ᏁᎳᎩᏉ ᎤᏬᏎᏗ.,Smith wanted to tell her not to bother.,8
"ᎾᏍᎩ Ꮎ ᎠᎩᏍᎦᎩ ᎠᏴ, ᎾᏍᏉ ᎠᏍᎦᏱᏳ ᎨᏐ ᎡᏙᏓ.",He that hateth me hateth my Father also.,8
“ᎤᏃᎴ ᎠᏲᏙᏗᎨ ᏱᏍᎩᎾᎩᎢ?” ᎤᏛᏛᏁ ᏲᎾ ᎤᏤᏍᏙ.,“Can I have a balloon?” asked Fern.,7
ᏂᎯ ᎢᏨᏁᎸ?”,Did you make it?”,4
ᎨᏍᏗᏗ ᎠᏯ ᏱᎬᎩᏃᎮᏍᎨ.,Lichen said I was not the issue.,7
ᏄᎬᏫᏳᏒᏃ ᎠᏥᎸ-ᎨᎶᎯ ᎯᎠ ᏄᏪᏎᎢ; ᎾᏍᎩᏍᎪ ᎤᏃᎯᏳᎯ ᏄᏍᏗ?,"And the high priest said, Are these things so?",9
ᏥᏍᏆᏙᎾ ᎠᎩᎾᏕᎬ ᎯᎪ ᎤᎵᏏᏂᏕᏅ.,I’m done with commerce for this evening.,7
ᏂᎯ ᎣᎯᏍᏙᏗ ᎩᎾᎵᎢ ᏃᎴ ᏂᎯ ᏭᎬᏫᏳᏒ ᎣᏍᏓ.,"You're my best friend, and I think you're sensational.",9
”ᎡᎭ!,“Good night!,2
"“ᎤᏙᎯᏳᎯ,” ᎤᏛᏁ ᏌᎳᏓ.","“It's true,” replied Charlotte.",4
ᎤᎵᏰᏔᏁ ᏫᎵᎻ.,Wilbur grunted.,2
ᎠᏆᏏᏅᏌ ᎭᎴᏉ ᏂᏥᏯᏓᎩᏅᏔᏅ ᎠᏌᎢᏂᏓ.,I backed directly into Smith.,5
ᎬᏩᏃᏁᎴᏃ ᎾᏍᎩ ᏥᏌ ᎾᏎᎵᏗ ᎡᎯ ᎦᎶᏍᎬᎢ.,"And they told him, that Jesus of Nazareth passeth by.",10
ᏰᎵ ᎡᏆ ᎤᏛᏎ.,He grew to a great size.,6
”ᎡᎶᏗᎩ?” ᎤᏦᏱᎴ ᏫᎵᎻ.,“Mr. Arable?” sobbed Wilbur.,4
ᎤᎪᏏᏓ ᎢᏗᎬᏁ ᏂᎦᏓ ᎦᏓ ᏂᏗᎬᏁᎵ.,Decomposers will break it all down into soil.,8
ᎾᏍᎩᏃ Ꮎ ᎦᏚ ᏧᏂᎬᎯ ᎯᏍᎩ ᎢᏯᎦᏴᎵ ᎢᏴᏛ ᎾᏂᎡ ᎾᏂᎡ ᎠᏂᏍᎦᏯ.,And they that ate the loaves were five thousand men.,10
"ᏃᏗ, ᏳᏬᏢᏌ  ᏧᏍᏆᏴᏍᏗ, ᎩᎳ ᎠᎵᏍᏓᏴᎲᏍᎨ ᏫᎵᎻ.","Then, when Templeton couldn’t hold another mouthful, Wilbur would eat.",10
ᎩᎶᎨ ᎠᏓᏅᏖᎭ ᎠᏤ ᎢᎦᏪᏍᏗ?”,Any suggestions for a new slogan?”,6
ᏌᏊᏃ ᏌᎾᎴ ᎤᎵᏍᏚᎩᏒᎩ.,One morning a seedling appeared.,5
XVI. ᏗᎾᏓᎪᎾᏗᏍᎬ ᎡᏅᏍᏗ,XVI: Off to the Fair,5
"ᏫᎵᎻᏰᏃ ᎤᏑᎸᏓ ᎯᎩᏍᎪ, ᏧᏍᏆᏴᏍᏗ.","Wilbur's leftover food is your chief source of supply, Templeton.",10
ᏗᏁᎶᏗᎩ?,“Play?,1
"ᎾᏍᎩ Ꮎ ᎠᏎ ᏛᏛᏃᏏ, ᎠᏴᏍᎩᏂ ᎠᏎ ᏓᏥᏲᎶᏥ.","He must increase, but I must decrease.",7
ᏣᏄᏏ ᎤᎴᏅᎮ ᏚᎷᏫᏍᏔᏁᎲ.,Lurvy soon got busy.,4
"”ᎣᏏᏉᏍᎪ ᏧᏪᏥ ᏱᏓᎩᏯᎳ ᏧᏪᏥ ᏧᏂᏗ, ᎡᏠᎩ ᎠᎳᏂ?”","“Can I look for eggs in the henhouse, Aunt Edith?”",10
ᎠᏯ ᏏᏆ!”,I’m a pig!”,3
ᎤᏂᎦᎸ ᏚᎧᎾᏁ ᏌᎳᏓ.,Charlotte glared at her.,4
ᎠᏂᏔᎵ ᏃᎴ ᎱᏂᏅᎪᏤ ᏃᎴ ᎱᏂᏲᎵᎴ.,Two more little spiders crawled out and waved.,8
ᎤᎦᏙᏍᏔᏁᎢ ᏕᎪᏪᎸ ᏓᏏᎳᏛ ᎰᎻ.,Zuckerman stared at the writing on the web.,8
ᎤᎦᏔᎲᏒ ᏣᎵ ᏃᎴ ᎤᎵᏍᎫᏮ.,Charley turned and nodded again.,5
“ᏰᎵ ᏍᎪᎯᏍᏆ ᎤᎶᏒᏍᏗ ᏕᎩᎧᎾ.”,“Hundreds of people are looking at us.”,7
ᎨᏍᏗ ᏧᏍᎩᏃᏱᎩ.,Not the Hell.,3
“ᏃᎴ ᏤᏍᏗ ᏱᏍᏓᎴᏃᎴᏍᏗ!” ᎤᏛᏁ ᎠᎳᏂ.,“And don’t get lost!” said Mrs. Zuckerman.,7
"”ᎭᏩ,” ᎤᏛᏁ ᏫᎵᎻ.","“O.K.,” replied Wilbur.",3
”ᎭᏕᏬ -- ᎭᏕᏬ -- ᎭᏕᏬ!” ᎤᏛᏁ ᏌᏌ.,“No-no-no!” said the goose.,4
"ᎠᏎᏍᎩᏃ, ᏙᏯ ᎤᎴᏴᎯᏍᏗ ᎨᏎ ᏗᏧᎬᎢ.","As it was, Beaver had to fell the tree.",9
ᎩᎳᏈᏴ ᎤᎵᏍᏛᏧᏁᎢ ᏥᏍᏕᏥ.,The rat sat up.,4
"ᎠᏍᏆᏙᏅ ᏥᏃᎮᏍᎬ, ᎠᎩᎦᏘᏛ.","At the end of the story, I paused.",8
ᎩᎳᏈᏴ ᎤᎯᏐᏗ ᏄᎵᏍᏔᏁᎴ ᏫᎵᎻ.,Suddenly Wilbur felt lonely and friendless.,6
ᏍᏓᏯ ᎤᏂᏰᏤ ᎤᏂᏣᏘ.,The crowd roared with laughter.,5
"ᏍᎪᎯ ᎾᏂᎥ ᎠᏂᏧᏣ, ᎡᏆ ᏕᎦᏚᎲ ᏓᏳᏂᎶᏒ.","There were ten boys, all from big towns.",8
ᎤᏂᏃᏴᎵᏓ ᎤᎾᏓᏂᎸᏤ ᏌᏌ.,The geese gave him a noisy welcome.,7
